sequenceID	accession_version	collection_month	collection_month_day	collection_year	country	country_iso	isolate_id	lab_construct	length	place_sampled	primary_accession	pubmed_id	source.name	subtype	create_date	update_date	format
JF320195	JF320195.1	-	-	2007	Peru	PER	502-0525_wg2	-	9008	-	JF320195	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320196	JF320196.1	-	-	2006	Peru	PER	502-0841_FL03	-	9024	-	JF320196	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320197	JF320197.1	-	-	2007	USA	USA	502-2289_05	-	8972	-	JF320197	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320198	JF320198.1	-	-	2007	Peru	PER	502-1047_wg4	-	9059	-	JF320198	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320199	JF320199.1	-	-	2007	Peru	PER	502-0525_wg4	-	9065	-	JF320199	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320200	JF320200.1	-	-	2007	USA	USA	502-2289_06	-	8972	-	JF320200	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320201	JF320201.1	-	-	2006	Peru	PER	502-0648_FL04	-	8836	-	JF320201	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320202	JF320202.1	-	-	2007	USA	USA	502-2289_02	-	8972	-	JF320202	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320203	JF320203.1	-	-	2006	Peru	PER	502-0524_FL03	-	8970	-	JF320203	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320204	JF320204.1	-	-	2007	Peru	PER	502-0525_wg1	-	9057	-	JF320204	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320205	JF320205.1	-	-	2007	USA	USA	502-2289_03	-	8972	-	JF320205	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320206	JF320206.1	-	-	2007	Peru	PER	502-2622_wg3	-	9064	-	JF320206	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320207	JF320207.1	-	-	2007	USA	USA	502-2289_04	-	8972	-	JF320207	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320208	JF320208.1	-	-	2006	Peru	PER	502-0841_FL04	-	9048	-	JF320208	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320209	JF320209.1	-	-	2006	Peru	PER	502-0491_wg1	-	9007	-	JF320209	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320210	JF320210.1	-	-	2006	Peru	PER	502-0524_FL10	-	7949	-	JF320210	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320211	JF320211.1	-	-	2007	Peru	PER	502-2622_wg5	-	9064	-	JF320211	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320212	JF320212.1	-	-	2006	Peru	PER	502-0491_wg4	-	8798	-	JF320212	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320213	JF320213.1	-	-	2007	Peru	PER	502-0525_wg3	-	9014	-	JF320213	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320214	JF320214.1	-	-	2006	Peru	PER	502-0524_FL08	-	8969	-	JF320214	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320215	JF320215.1	-	-	2006	Peru	PER	502-0648_FL02	-	8992	-	JF320215	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320216	JF320216.1	-	-	2007	Peru	PER	502-1047_wg3	-	9059	-	JF320216	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320217	JF320217.1	-	-	2007	Peru	PER	502-2622_wg2	-	9064	-	JF320217	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320218	JF320218.1	-	-	2006	Peru	PER	502-0841_FL05	-	9048	-	JF320218	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320219	JF320219.1	-	-	2006	Peru	PER	502-0524_FL07	-	8969	-	JF320219	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320220	JF320220.1	-	-	2007	Peru	PER	502-2622_wg4	-	9064	-	JF320220	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320221	JF320221.1	-	-	2006	Peru	PER	502-0524_FL02	-	8969	-	JF320221	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320222	JF320222.1	-	-	2006	Peru	PER	502-0524_FL09	-	8969	-	JF320222	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320223	JF320223.1	-	-	2006	Peru	PER	502-0841_FL07	-	9020	-	JF320223	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320224	JF320224.1	-	-	2006	Peru	PER	502-0524_FL01	-	8968	-	JF320224	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320225	JF320225.1	-	-	2007	Peru	PER	502-1047_wg2	-	9059	-	JF320225	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320226	JF320226.1	-	-	2007	Peru	PER	502-1047_wg5	-	9060	-	JF320226	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320227	JF320227.1	-	-	2007	Peru	PER	502-1047_wg1	-	9060	-	JF320227	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320228	JF320228.1	-	-	2006	Peru	PER	502-2717_LH05	-	5063	-	JF320228	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320229	JF320229.1	-	-	2006	Peru	PER	502-2717_LH02	-	5063	-	JF320229	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320234	JF320234.1	-	-	2006	Peru	PER	502-2717_LH04	-	5063	-	JF320234	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320236	JF320236.1	-	-	2006	Peru	PER	502-2717_LH06	-	5063	-	JF320236	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320239	JF320239.1	-	-	2006	Peru	PER	502-2717_LH01	-	5063	-	JF320239	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320240	JF320240.1	-	-	2006	Peru	PER	502-2717_LH03	-	5063	-	JF320240	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320241	JF320241.1	-	-	2006	Peru	PER	502-2794_FL01	-	8855	-	JF320241	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320242	JF320242.1	-	-	2006	Peru	PER	502-2794_FL03	-	8854	-	JF320242	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320243	JF320243.1	-	-	2006	Peru	PER	502-2794_FL02	-	8849	-	JF320243	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320244	JF320244.1	-	-	2006	Peru	PER	502-2794_FL05	-	9059	-	JF320244	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320245	JF320245.1	-	-	2006	Peru	PER	502-2794_FL04	-	9059	-	JF320245	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320246	JF320246.1	-	-	2006	USA	USA	502-0227_LH03	-	5075	-	JF320246	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320247	JF320247.1	-	-	2006	USA	USA	502-0227_FL06	-	8704	-	JF320247	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320250	JF320250.1	-	-	2006	USA	USA	502-0227_FL10	-	8745	-	JF320250	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320251	JF320251.1	-	-	2006	USA	USA	502-0227_FL08	-	8746	-	JF320251	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320253	JF320253.1	-	-	2006	USA	USA	502-0227_FL02	-	8745	-	JF320253	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320254	JF320254.1	-	-	2006	USA	USA	502-0227_LH01	-	5150	-	JF320254	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320255	JF320255.1	-	-	2006	USA	USA	502-0227_FL09	-	8746	-	JF320255	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320256	JF320256.1	-	-	2006	USA	USA	502-0227_FL03	-	8745	-	JF320256	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320257	JF320257.1	-	-	2006	USA	USA	502-0227_FL07	-	8745	-	JF320257	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320258	JF320258.1	-	-	2006	USA	USA	502-0839_LH07	-	5072	-	JF320258	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320260	JF320260.1	-	-	2006	USA	USA	502-0839_LH06	-	5072	-	JF320260	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320262	JF320262.1	-	-	2006	USA	USA	502-0839_LH04	-	5072	-	JF320262	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320263	JF320263.1	-	-	2006	USA	USA	502-0839_wg01	-	8713	-	JF320263	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320264	JF320264.1	-	-	2006	USA	USA	502-0839_LH01	-	5072	-	JF320264	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320266	JF320266.1	-	-	2006	USA	USA	502-0839_LH02	-	5072	-	JF320266	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320267	JF320267.1	-	-	2006	USA	USA	502-0839_wg04	-	8713	-	JF320267	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320268	JF320268.1	-	-	2006	USA	USA	502-0839_wg03	-	8713	-	JF320268	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320269	JF320269.1	-	-	2006	USA	USA	502-0839_wg02	-	8713	-	JF320269	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320270	JF320270.1	-	-	2006	USA	USA	502-0839_LH03	-	5072	-	JF320270	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320271	JF320271.1	-	-	2006	USA	USA	502-0839_wg05	-	8656	-	JF320271	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320277	JF320277.1	-	-	2007	USA	USA	502-2000_LH01	-	5069	-	JF320277	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320278	JF320278.1	-	-	2007	USA	USA	502-2000_LH05	-	5069	-	JF320278	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320280	JF320280.1	-	-	2007	USA	USA	502-2000_LH10	-	5069	-	JF320280	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320281	JF320281.1	-	-	2007	USA	USA	502-2000_LH04	-	5069	-	JF320281	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320283	JF320283.1	-	-	2007	USA	USA	502-2000_LH03	-	5069	-	JF320283	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320284	JF320284.1	-	-	2007	USA	USA	502-2000_LH06	-	5069	-	JF320284	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320287	JF320287.1	-	-	2007	USA	USA	502-2000_LH08	-	5069	-	JF320287	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320290	JF320290.1	-	-	2007	USA	USA	502-2000_LH09	-	5069	-	JF320290	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320292	JF320292.1	-	-	2007	USA	USA	502-2000_LH02	-	5069	-	JF320292	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320295	JF320295.1	-	-	2006	USA	USA	502-2696_LH01	-	5048	-	JF320295	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320297	JF320297.1	-	-	2006	USA	USA	502-2696_FL01	-	8706	-	JF320297	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320298	JF320298.1	-	-	2006	USA	USA	502-2696_LH06	-	5057	-	JF320298	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320299	JF320299.1	-	-	2006	USA	USA	502-2696_LH04	-	5048	-	JF320299	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320302	JF320302.1	-	-	2006	USA	USA	502-2696_LH05	-	5048	-	JF320302	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320304	JF320304.1	-	-	2006	USA	USA	502-2696_LH02	-	5048	-	JF320304	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320306	JF320306.1	-	-	2006	USA	USA	502-2696_LH03	-	5048	-	JF320306	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320307	JF320307.1	-	-	2006	USA	USA	502-0322_LH01	-	5072	-	JF320307	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320309	JF320309.1	-	-	2006	USA	USA	502-0322_LH02	-	5072	-	JF320309	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320311	JF320311.1	-	-	2006	USA	USA	502-0322_LH03	-	5072	-	JF320311	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320316	JF320316.1	-	-	2007	USA	USA	502-0388_LH02	-	5054	-	JF320316	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320319	JF320319.1	-	-	2007	USA	USA	502-0388_LH04	-	5054	-	JF320319	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320321	JF320321.1	-	-	2007	USA	USA	502-0388_LH05	-	5054	-	JF320321	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320322	JF320322.1	-	-	2007	USA	USA	502-0388_LH01	-	5054	-	JF320322	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320326	JF320326.1	-	-	2007	USA	USA	502-0388_LH03	-	5054	-	JF320326	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320330	JF320330.1	-	-	2006	USA	USA	502-0762_LH11	-	5066	-	JF320330	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320334	JF320334.1	-	-	2006	USA	USA	502-0762_LH04	-	5045	-	JF320334	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320335	JF320335.1	-	-	2006	USA	USA	502-0762_LH05	-	5066	-	JF320335	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320338	JF320338.1	-	-	2006	USA	USA	502-0762_LH10	-	5066	-	JF320338	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320341	JF320341.1	-	-	2006	USA	USA	502-0762_LH13	-	5066	-	JF320341	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320343	JF320343.1	-	-	2006	USA	USA	502-0762_LH02	-	5066	-	JF320343	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320344	JF320344.1	-	-	2006	USA	USA	502-0762_LH07	-	5066	-	JF320344	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320345	JF320345.1	-	-	2006	USA	USA	502-0762_LH08	-	5066	-	JF320345	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320346	JF320346.1	-	-	2006	USA	USA	502-0762_LH01	-	5066	-	JF320346	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320347	JF320347.1	-	-	2006	USA	USA	502-0762_LH09	-	5073	-	JF320347	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320349	JF320349.1	-	-	2006	USA	USA	502-0961_LH05	-	5063	-	JF320349	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320352	JF320352.1	-	-	2006	USA	USA	502-0961_LH06	-	5063	-	JF320352	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320355	JF320355.1	-	-	2006	USA	USA	502-0961_LH01	-	5063	-	JF320355	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320356	JF320356.1	-	-	2006	USA	USA	502-1512_FL01	-	8644	-	JF320356	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320357	JF320357.1	-	-	2006	USA	USA	502-0961_LH11	-	5063	-	JF320357	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320359	JF320359.1	-	-	2006	USA	USA	502-0961_LH03	-	5063	-	JF320359	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320361	JF320361.1	-	-	2005	USA	USA	502-1926_FL01	-	8752	-	JF320361	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320362	JF320362.1	-	-	2006	USA	USA	502-0961_LH08	-	5063	-	JF320362	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320363	JF320363.1	-	-	2006	USA	USA	502-0176_FL06	-	8738	-	JF320363	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320364	JF320364.1	-	-	2006	USA	USA	502-0176_FL09	-	8738	-	JF320364	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320365	JF320365.1	-	-	2006	USA	USA	502-0176_FL02	-	8738	-	JF320365	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320366	JF320366.1	-	-	2006	USA	USA	502-0176_FL10	-	8738	-	JF320366	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320369	JF320369.1	-	-	2006	USA	USA	502-0176_LH03	-	5072	-	JF320369	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320370	JF320370.1	-	-	2006	USA	USA	502-0961_LH02	-	5063	-	JF320370	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320371	JF320371.1	-	-	2006	USA	USA	502-0961_LH07	-	5063	-	JF320371	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320372	JF320372.1	-	-	2006	USA	USA	502-0961_LH04	-	5063	-	JF320372	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320373	JF320373.1	-	-	2006	USA	USA	502-0176_LH02	-	5072	-	JF320373	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320374	JF320374.1	-	-	2006	USA	USA	502-0176_FL04	-	8738	-	JF320374	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320378	JF320378.1	-	-	2006	USA	USA	502-0961_LH09	-	5063	-	JF320378	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320381	JF320381.1	-	-	2007	USA	USA	502-0965_LH03	-	5063	-	JF320381	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320384	JF320384.1	-	-	2007	USA	USA	502-0965_LH02	-	5063	-	JF320384	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320386	JF320386.1	-	-	2007	USA	USA	502-1500_LH02	-	5099	-	JF320386	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320389	JF320389.1	-	-	2007	USA	USA	502-1500_LH03	-	5099	-	JF320389	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320392	JF320392.1	-	-	2007	USA	USA	502-1500_LH01	-	5099	-	JF320392	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320394	JF320394.1	-	-	2007	USA	USA	502-1504_RH07	-	5019	-	JF320394	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320395	JF320395.1	-	-	2007	USA	USA	502-0287_LH5	-	5208	-	JF320395	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320396	JF320396.1	-	-	2007	USA	USA	502-0287_LH4	-	5250	-	JF320396	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320397	JF320397.1	-	-	2007	USA	USA	502-0287_LH3	-	5245	-	JF320397	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320399	JF320399.1	-	-	2007	USA	USA	502-1504_RH08	-	5019	-	JF320399	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320400	JF320400.1	-	-	2007	USA	USA	502-0287_LH2	-	5254	-	JF320400	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320401	JF320401.1	-	-	2007	USA	USA	502-1504_LH04	-	5060	-	JF320401	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320402	JF320402.1	-	-	2007	USA	USA	502-1504_LH01	-	5060	-	JF320402	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320403	JF320403.1	-	-	2007	USA	USA	502-1504_RH11	-	5019	-	JF320403	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320404	JF320404.1	-	-	2007	USA	USA	502-1504_LH07	-	5060	-	JF320404	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320405	JF320405.1	-	-	2007	USA	USA	502-1504_LH08	-	5060	-	JF320405	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320406	JF320406.1	-	-	2007	USA	USA	502-1504_RH01	-	5013	-	JF320406	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320408	JF320408.1	-	-	2007	USA	USA	502-0287_LH1	-	5242	-	JF320408	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320409	JF320409.1	-	-	2007	USA	USA	502-2305_LH02	-	5069	-	JF320409	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320410	JF320410.1	-	-	2007	USA	USA	502-1504_LH10	-	5060	-	JF320410	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320411	JF320411.1	-	-	2006	Canada	CAN	502-1027_wg02	-	9043	-	JF320411	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320412	JF320412.1	-	-	2006	Canada	CAN	502-1027_wg10	-	9064	-	JF320412	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320413	JF320413.1	-	-	2006	Canada	CAN	502-1027_wg01	-	9125	-	JF320413	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320414	JF320414.1	-	-	2006	Canada	CAN	502-1027_wg09	-	9109	-	JF320414	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320415	JF320415.1	-	-	2006	Canada	CAN	502-1027_wg07	-	9077	-	JF320415	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320416	JF320416.1	-	-	2006	Canada	CAN	502-1027_wg04	-	9069	-	JF320416	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320417	JF320417.1	-	-	2006	Canada	CAN	502-1027_wg11	-	9024	-	JF320417	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320418	JF320418.1	-	-	2006	Canada	CAN	502-1027_wg05	-	9055	-	JF320418	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320419	JF320419.1	-	-	2006	Canada	CAN	502-1027_wg03	-	9081	-	JF320419	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320420	JF320420.1	-	-	2006	Canada	CAN	502-1027_wg06	-	9113	-	JF320420	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320421	JF320421.1	-	-	2007	USA	USA	502-1504_LH09	-	5060	-	JF320421	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320422	JF320422.1	-	-	2007	Canada	CAN	502-1191_01	-	9069	-	JF320422	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320423	JF320423.1	-	-	2007	Canada	CAN	502-1191_05	-	9070	-	JF320423	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320424	JF320424.1	-	-	2007	Canada	CAN	502-1191_03	-	9072	-	JF320424	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320425	JF320425.1	-	-	2007	Canada	CAN	502-1191_07	-	9070	-	JF320425	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320426	JF320426.1	-	-	2007	Canada	CAN	502-1191_06	-	9070	-	JF320426	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320427	JF320427.1	-	-	2006	Canada	CAN	502-1799_FL02	-	9045	-	JF320427	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320428	JF320428.1	-	-	2006	Canada	CAN	502-1799_FL03	-	9045	-	JF320428	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320429	JF320429.1	-	-	2006	Canada	CAN	502-1799_FL01	-	9045	-	JF320429	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320430	JF320430.1	-	-	2006	Canada	CAN	502-1799_FL05	-	9045	-	JF320430	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320431	JF320431.1	-	-	2006	Canada	CAN	502-1799_FL04	-	9045	-	JF320431	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
JF320432	JF320432.1	-	-	2007	USA	USA	502-1504_LH05	-	5060	-	JF320432	21358627	ncbi-curated	-	11-Mar-2011	10-Feb-2017	GENBANK_XML
